comment,label,rate,Unnamed: 3,clean_text
Sản phẩm k đc tốt...,NEG,2,,sản_phẩm k đc tốt
Nhưng phần váy đen phai dã man quá phai hết cả ra phần cổ trắng.,NEG,2,,nhưng phần váy đen_phai dã_man quá phai hết cả ra phần cổ trắng
Đẹp đúng với mẫu đã đặt.,POS,5,,đẹp đúng với mẫu đã đặt
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng mình nhỏ con quá nên hơi rộng tí.,POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn nhưng mình nhỏ_con quá nên hơi rộng tí
Áo form đẹp Chất vải mỏng nhẹ rất thích ạ nhưng sợ bị xù .,POS,4,,áo form đẹp chất vải mỏng nhẹ rất thích nhưng sợ xù
giày đẹp đi êm chân nhưng dây giày không giống qcao shop gói không cẩn thận giày có mùi hôi khó chịu.,NEU,3,,giày đẹp đi êm_chân nhưng dây giày không giống qcao shop_gói không cẩn_thận giày có mùi hôi khó_chịu
"vải rất đẹp, mềm mịn, dầy dặn. giao hàng nhanh.",POS,4,,vải rất đẹp mềm mịn_dầy dặn giao hàng nhanh
mua gì 230k mà còn tính shop.trên shoope mua 160k là ko tinh ship.,NEG,1,,mua gì 230 k mà_còn tính shoptrên shoope mua 160 k ko tinh_ship
Trên cả tuyệt vời!,POS,5,,trên cả tuyệt_vời
Tư vấn nhiệt tình.,POS,5,,tư_vấn nhiệt_tình
"mẫu đẹp, chất vải ok. mình rất hài lòng.",POS,5,,mẫu đẹp chất vải ok mình rất hài_lòng
"Vải đẹp, mát mỏng mịn.",POS,5,,vải đẹp mát mỏng mịn
Tối nhỏ nhỏ xinh lắm ak.,POS,4,,tối nhỏ_nhỏ xinh lắm ak
Quần đẹp lắm ạ.,POS,4,,quần đẹp lắm
"Son mau trôi, chất lựowng ko tốt.",NEG,1,,son_mau trôi chất lựowng ko tốt
Quần không giống ảnh nhưng mặc êm thời gian giao hàng rất nhanh.,POS,4,,quần không giống ảnh nhưng mặc êm thời_gian giao hàng rất nhanh
Không có hàng nhưng shop đã gửi tiền lại cho mình.,NEU,3,,không có hàng nhưng shop đã gửi tiền lại cho mình
"Mình đóng cho con 1 chiếc, con khó chịu hay sao ấy, cứ giằng bỉm ra thôi .",NEG,1,,mình đóng cho con 1 chiếc con khó_chịu hay sao ấy cứ giằng_bỉm ra thôi
Mua flash sale quá rẻ luôn á.,POS,5,,mua flash sale quá rẻ luôn á
Mjk đặt màu xám shop lại gửi màu đen.,NEG,2,,mjk đặt màu xám shop lại gửi màu đen
Thời gian giao hàng rất nhanh Nhưng màu tay áo hơi hồng cam không phải màu nude.,POS,4,,thời_gian giao hàng rất nhanh nhưng màu tay_áo hơi hồng_cam không phải màu nude
Hàng rất giống hình .. mềm .. rất đẹp .. đáng tiền .,POS,5,,hàng rất giống hình_mềm rất đẹp đáng tiền
Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,,thời_gian giao hàng rất nhanh rất đáng tiền
Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,POS,5,,rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền
Chất như hình.,POS,4,,chất như hình
"Giá tốt, nhiệt tình.",POS,5,,giá tốt nhiệt_tình
Hàng may gia công tiền nào của nấy.,NEG,2,,hàng may gia_công tiền nào nấy
Rất đáng tiền.,POS,4,,rất đáng tiền
Sữa rất ok.,POS,5,,sữa rất ok
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn , sẽ ủng hộ shop lâu dài.",POS,4,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn sẽ ủng_hộ shop lâu_dài
"áo len mềm, nhẹ, mịn.",POS,5,,áo len_mềm nhẹ mịn
Chất liệu so với giá là ổn.,POS,4,,chất_liệu so với giá ổn
Tuy hàng hơi lâu nhưng k sao ht.,POS,4,,tuy hàng hơi lâu nhưng k sao ht
Áo chất mịn cưng lắm.,POS,5,,áo chất mịn cưng lắm
Chất lượng sản phẩm tuyệt vời🌹.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Nhưng mà so với giá nv cũng chấp nhânn đc.,NEG,2,,nhưng_mà so với giá nv cũng chấp_nhânn đc
Sản phẩm tạm dc.,NEU,3,,sản_phẩm tạm dc
"Áo đẹp, hơi mỏng và ngắn .Rất đáng tiền.",POS,4,,áo đẹp hơi mỏng và ngắn rất đáng tiền
Cực kì ưng ý luôn.,POS,5,,cực_kì ưng_ý luôn
Kiểu giống hình.,NEU,3,,kiểu giống hình
Áo giá rẻ và dễ thương.đống gói đẹp.,POS,5,,áo giá rẻ và dễ thươngđống_gói đẹp
Rẻ hơn cho.,POS,5,,rẻ hơn cho
"Hàng đẹp,may chắc chắn.",POS,5,,hàng đẹpmay chắc_chắn
"Lúc đặt hàng thì không nói cần cọc card, 3 ngày sau mới nói.",NEG,2,,lúc đặt_hàng không nói cần cọc card 3 ngày sau mới nói
Ao Mac đẹp.,POS,5,,ao mac đẹp
Size nhỏ quá...còn cạp quần thì quá cao luôn 😂.,NEU,3,,size nhỏ quácòn cạp_quần quá cao luôn
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
Chất lượng vẫn là tuyệt vời.,POS,5,,chất_lượng vẫn tuyệt_vời
Sản phẩm như giới thiệu.,POS,4,,sản_phẩm như giới_thiệu
Vậy mà giờ m xem thông tin vận chuyển lại báo m delay đến 2 lần.,NEG,1,,vậy giờ m xem thông_tin vận_chuyển lại báo m delay đến 2 lần
Đẹp 👏👏.,POS,4,,đẹp
M thắc mắc là ko hề có nhân viên nào giao hàng nào gọi mình delay.,NEG,1,,m thắc_mắc ko_hề có nhân_viên nào giao hàng nào gọi mình delay
Đệm mỏng.,NEG,2,,đệm mỏng
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Mong shop đăng nhiều đầm xinh giống z để khách có nhiều lựa chọn hơn nữa 😍😍 shop uy tín sẽ ủng hộ lâu dài.,POS,5,,mong shop đăng nhiều đầm_xinh giống z để khách có nhiều lựa_chọn hơn_nữa shop uy_tín sẽ ủng_hộ lâu_dài
Tất cả đều ok shop có tâm và uy tín ... nhất năm.,POS,4,,tất_cả đều ok_shop có tâm và uy_tín nhất năm
Áo rất giống hình vải tốt mặc vào rất êm và thoải mái. 💟💟.,POS,5,,áo rất giống hình vải tốt mặc vào rất êm và thoải_mái
P/s kiểu này lần sau có mua chax phải tạo tk mới.,NEU,3,,ps kiểu này lần sau có mua chax phải tạo tk mới
Sản phẩm đẹp mình thích.,POS,4,,sản_phẩm đẹp mình thích
Tạm đc.,NEU,3,,tạm đc
Giá chân váy ôm hơn chút nữa thì đẹp hơn.,NEU,3,,giá chân váy ôm hơn chút nữa đẹp hơn
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.Thanks Shop.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanhthanks shop
"Sản phẩm đẹp, mang êm chân.",POS,5,,sản_phẩm đẹp mang êm chân
"Màu đẹp, chất lượng tốt và giá quá rẻ.",POS,5,,màu đẹp chất_lượng tốt và giá quá rẻ
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Đóng gói sản phẩm chắc chắn, màn cũ nên hơi bụi nhưng chất lượng vẫn ok.",POS,4,,đóng_gói sản_phẩm chắc_chắn màn cũ nên hơi bụi nhưng chất_lượng vẫn ok
Dễ mấy kháh lắm.,NEG,1,,dễ mấy kháh lắm
Balo đẹp chất vải tốt <3.,POS,4,,balo đẹp chất vải tốt 3
"Tuy có 1 khuyết điểm có lẽ do quá trình lưu trữ nhưng vẫn không thể làm lu mờ vẻ đẹp của em nó, 1m55 40kg size S là form chuẩn rộng luôn.",NEU,3,,tuy có 1 khuyết_điểm có_lẽ do quá_trình lưu_trữ nhưng vẫn không_thể làm lu_mờ vẻ đẹp em nó 1 m55 40 kg size s form chuẩn rộng luôn
lovely summer dress.,POS,4,,lovely summer dress
Shop tính lấy hết tiền của khách hay gì 😂,POS,5,,shop tính lấy hết tiền khách hay gì
Vải đẹp nhưng tiếc wa...,NEG,2,,vải đẹp nhưng tiếc wa
vaj xau lm/ nhin nhu ao cu vay.,NEG,2,,vaj xau lm nhin nhu_ao cu vay
Lần thứ 2 mua hàng.,NEU,3,,lần thứ 2 mua hàng
"Chat luong tot, giao hang lau, dat 1xxl + xl nhung giao 2 cai xxl.",NEU,3,,chat luong tot giao hang lau dat 1 xxl xl nhung giao 2 cai xxl
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Lở rồi biết sao :(.,NEG,2,,lở rồi biết sao
Vớ cute lắm nha😄😄.,POS,5,,vớ cute lắm nha
Chắc chắn đi êm chân.,POS,4,,chắc_chắn đi êm_chân
Rất ưng nha shop.,POS,4,,rất ưng_nha shop
"Đường chỉ may cũng đẹp, chắc chắn Thời gian giao hàng nhanh.",POS,4,,đường chỉ may cũng đẹp chắc_chắn thời_gian giao hàng nhanh
Ưng đc mỗi áo này.,POS,4,,ưng đc mỗi áo này
Vải đẹp hình đẹp.,POS,4,,vải đẹp_hình đẹp
"Chất lượng sp rất tuyệt , chất vải mềm mịn , co dãn nhiều , ck t 68kg mặc size L vừa hin luôn👍.",POS,5,,chất_lượng sp rất tuyệt_chất vải mềm_mịn co_dãn nhiều ck t 68 kg mặc size_l vừa hin luôn
Mình mua size 38 nhưng mang vào cứ như 37 may là vẫn vừa.,POS,4,,mình mua size 38 nhưng mang vào cứ như 37 may vẫn vừa
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Áo xấu ko như mong muốn.,NEG,2,,áo xấu ko như mong_muốn
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
Nếu bạn đi 40 thì nên chọn size 41.,NEU,3,,nếu bạn đi 40 nên chọn size 41
Thời gian giao hàng nhanh.,POS,4,,thời_gian giao hàng nhanh
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,,shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh
Đóng gói sản phẩm chắc chắn .,POS,4,,đóng_gói sản_phẩm chắc_chắn
Vai áo bị rộng áo dáng k đẹp Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,,vai áo rộng áo_dáng k đẹp đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Đường may xấu, vải nhăn và cứng, giá này thì mình cũng chấp nhận, nhưng form áo không giống loại hàng mẫu mặc tròn hình shop đăng.",NEG,2,,đường may xấu vải_nhăn và cứng_giá này mình cũng chấp_nhận nhưng form áo không giống loại hàng mẫu mặc tròn hình_shop đăng
Tks Shop.,POS,5,,tks shop
Sp ok.,NEU,3,,sp ok
Đóng gói sản phẩm ok.,POS,4,,đóng_gói sản_phẩm ok
Áo dep ma hinh theu nhăn vá.,NEU,3,,áo dep ma hinh theu nhăn vá
Giặt ra màu quá.,NEG,2,,giặt ra màu quá
Gói nhỏ nhưng khá nhiều.,POS,4,,gói nhỏ nhưng khá nhiều
Mặc bị tụt k ôm bụng.,NEG,1,,mặc tụt k ôm bụng
Lần đầu dùng 5 miếng đã thấy trắng hơn nhiều .,POS,5,,lần đầu dùng 5 miếng đã thấy trắng hơn nhiều
Nv cũng ok r.,NEU,3,,nv cũng ok r
Shop làm ăn quá tệ.,NEG,1,,shop làm_ăn quá tệ
Chất Liệu vải đúng giá tiền..,POS,4,,chất_liệu vải đúng giá tiền
mua lần 2 vẫn vừa í chị chủ siu dth. dê tính co tâm nhất 👍.,POS,5,,mua lần 2 vẫn vừa í chị chủ siu_dth dê_tính co_tâm nhất
sản phẩm đẹp. chất mát. so với giá tiền thì quá tuyệt vời.,POS,4,,sản_phẩm đẹp_chất mát so với giá tiền quá tuyệt_vời
Chất lượng sản phẩm tuyệt vời đúng sie .,POS,5,,chất_lượng sản_phẩm tuyệt_vời đúng sie
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Rất đẹp đóng gói kỹ lưỡng vô cùng hài lòng Thời gian giao hàng rất nhanh.,POS,4,,rất đẹp đóng_gói kỹ_lưỡng vô_cùng hài_lòng thời_gian giao hàng rất nhanh
H chả biết khắc phục thế nào.,NEG,1,,h chả biết khắc_phục thế_nào
Thời gian giao hàng rất nhanh.,POS,4,,thời_gian giao hàng rất nhanh
Áo xinh vải dày dặn.,POS,4,,áo xinh vải dày dặn
Rất tuyệt vời.,POS,5,,rât tuyêt vơi
Thời gian giao hàng nhanh.,POS,5,,thời_gian giao hàng nhanh
Tks c.,POS,5,,tks c
K co dãn.,NEG,2,,k co_dãn
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Đúng tiền nào của lấy.,POS,5,,đúng tiền nào lấy
Áo đẹp lắm ạ 😍.,POS,5,,áo đẹp lắm
Cảm on c chủ rất chu đáo và tận tình với khách hàng.,POS,5,,cảm on c chủ rất chu_đáo và tận_tình với khách_hàng
"Bỉm mỏng, thấm hút ko tốt lắm.",NEG,2,,bim mong thâm_hut ko tôt_lăm
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.cam ơn shop nhiều nhe.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiềncam_ơn shop nhiều nhe
chất phát ngất <3.,POS,5,,chất phát ngất 3
Mình mua đến lần thứ 3 rồi.,POS,4,,mình mua đến lần thứ 3 rồi
Shop phục vụ rất tốt Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,POS,5,,shop phục_vụ rất tốt_shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời
"Hàng đúng đẹp luôn, rất hài lòng.",POS,5,,hàng đúng đẹp luôn rất hài_lòng
"Hàng đẹp y hình,mặc rất lên dáng😍😍.",POS,5,,hàng đẹp y_hìnhmặc rất lên dáng
Hàng đẹp!!,POS,4,,hàng đẹp
Vải dày dặn đẹp.,POS,5,,vải dày dặn đẹp
hang ok.,POS,4,,hang ok
K được đẹp cho lắm.,NEU,3,,k được đẹp cho lắm
Màu không giống hình và thiếu mấy màu mình thik nhưng chất lượng vẫn ok.,POS,4,,màu không giống_hình và thiếu mấy màu mình thik nhưng chất_lượng vẫn ok
"Sản phẩm y hình, lông mềm mịn!",POS,4,,sản_phẩm y_hình lông mềm mịn
Tuy nhiên shop vẫn được 5 sao vì sản phẩm và màu sắc đúng như cam kết.,POS,5,,tuy_nhiên shop vẫn được 5 sao vì sản_phẩm và màu_sắc đúng như cam_kết
mày giống hình nhưng tay hơi xấu. cổ mặc bị quá sát đằng trước còn rộng sau gáy nhiều. dù cố chỉnh cái váy về đằng trước thì chỉ cử động vài cái là lại về như cũ. đằng sau dáng váy xấu.,NEG,1,,mày giống_hình nhưng tay hơi xấu cổ_mặc quá sát_đằng trước còn rộng sau gáy nhiều dù cố_chỉnh váy về đằng trước chỉ cử_động vài lại về như cũ đằng sau_dáng váy xấu
Chất vải ko được đẹp lắm.,NEU,3,,chất vải ko được đẹp lắm
Áo y hình .,POS,4,,áo y_hình
Mình mới dùng chưa biết thế nào hi vọng da mình hợp sẽ tiếp tục ủng hộ shop.,POS,4,,mình mới dùng chưa biết thế_nào hi_vọng da mình hợp sẽ tiếp_tục ủng_hộ shop
Lực hút yếu.,NEG,1,,lực hút yếu
"Đặt 3 món mà giao sai 2 món,nt shop ko thèm trả lời.",NEG,1,,đặt 3 món giao sai 2 mónnt shop ko_thèm trả_lời
Chất lượng sản phẩm tạm được Vải không đẹp như trong hình áo hơi ngắn nhắn tin với shop đến hơn 5 ngày rồi shop vẫn chưa rep.,NEG,1,,chất_lượng sản_phẩm tạm được vải không đẹp như trong hình áo_hơi ngắn nhắn_tin với shop đến hơn 5 ngày rồi shop vẫn chưa rep
Ưng ý hơn mình tưởng tượng.,POS,5,,ưng_ý hơn mình tưởng_tượng
Mua lần 2 rùi thấy cực ok lun.,POS,4,,mua lần 2 rùi thấy cực ok lun
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền
Áo và quần chip mặc thích lắm.,POS,4,,áo và quần_chip mặc thích lắm
Cảm ơn shop nhiều :*.,POS,5,,cảm_ơn shop nhiều
Y nhình.,NEU,3,,y nhình
Mọi thứ ok.,POS,5,,mọi thứ ok
"Chất lượng sản phẩm tuyệt vời,đóng gói quá chán,giao hàng hơi chậm.",NEU,3,,chất_lượng sản_phẩm tuyệt_vờiđóng gói quá chángiao hàng hơi chậm
Quá đẹp y hình luôn dáng baggy vải đúng ý mk.,POS,5,,quá đẹp y_hình luôn dáng baggy vải đúng ý mk
"Nói chung là sản phẩm rất vừa í nhoa 😘😘, còn được tặng thêm quà nữa.",POS,5,,nói_chung sản_phẩm rất vừa í nhoa còn được tặng thêm quà nữa
Bình thường.,NEU,3,,bình_thương
Chất vải dày đẹp.,POS,4,,chất vải dày đẹp
1 cái mất cổng sạc.,NEG,2,,1 mất cổng sạc
"áo bị vết bẩn, giặt xong vẫn còn , ko sạch vết.",NEG,1,,áo vết bẩn giặt xong vẫn còn ko sạch vết
Áo giống hình.,POS,4,,áo giống hình
"Lúc đầu thích màu cam nhưng phân loại báo hết nên mình đặt xanh, ko ngờ khi nhận hàng lại nhận đc bộ màu cam, cảm thấy thích lắm, áo thun mát lạnh quần thô siêu nhẹ đáng 5*.",POS,5,,lúc đầu thích màu cam nhưng phân_loại báo hết nên mình đặt xanh ko_ngờ khi nhận hàng lại nhận đc_bộ màu cam_cảm_thấy thích lắm áo_thun mát_lạnh quần thô_siêu nhẹ đáng 5
